Word	POS	Entity_Value_Time	Event	Modality	Tense	Polarity	ID_Event	Argument
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4087">	begin	O	O	O	O	O	O	O
یورش		O	(B_Attack, EV_26_5939_164)	Asserted	Unspecified	Positive	EV_26_5939_164	
صدها		(B_Person, EN_26_25769_15)	O	O	O	O	O	(B_Source,EV_26_5939_164,EN_26_25769_15)
پلیس		(I_Person, EN_26_25769_15)	O	O	O	O	O	(I_Source,EV_26_5939_164,EN_26_25769_15)
آلمانی		(I_Person, EN_26_25769_15)	O	O	O	O	O	(I_Source,EV_26_5939_164,EN_26_25769_15)
به		O	O	O	O	O	O	
پناهگاه		(B_Location, EN_26_25772_14)	O	O	O	O	O	(B_Target,EV_26_5939_164,EN_26_25772_14)
سابق		(I_Location, EN_26_25772_14)	O	O	O	O	O	(I_Target,EV_26_5939_164,EN_26_25772_14)
ناتو		(I_Location, EN_26_25772_14)	O	O	O	O	O	(I_Target,EV_26_5939_164,EN_26_25772_14)
و		O	O	O	O	O	O	
متلاشی		O	(B_Dissolution, EV_26_5940_252)	Asserted	Past	Positive	EV_26_5940_252	
شدن		O	(I_Dissolution, EV_26_5940_252)	O	O	O	EV_26_5940_252	
باند		(B_Organization, EN_26_25775_12)	O	O	O	O	O	(B_Target,EV_26_5940_252,EN_26_25775_12)
تبهکاران		(I_Organization, EN_26_25775_12)	O	O	O	O	O	(I_Target,EV_26_5940_252,EN_26_25775_12)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4089">	begin	O	O	O	O	O	O	O
❓بیماری		(B_Disease, EN_26_25777_22)	O	O	O	O	O	
کوررنگی		(I_Disease, EN_26_25777_22)	O	O	O	O	O	
چیست		O	O	O	O	O	O	
و		O	O	O	O	O	O	
چگونه		O	O	O	O	O	O	
ایجاد		O	O	O	O	O	O	
می‌شود		O	O	O	O	O	O	
؟		O	O	O	O	O	O	
و		O	O	O	O	O	O	
آیا		O	O	O	O	O	O	
قابل		O	O	O	O	O	O	
درمان		O	O	O	O	O	O	
هست		O	O	O	O	O	O	
؟		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4090">	begin	O	O	O	O	O	O	O
10		O	O	O	O	O	O	
جواب		O	O	O	O	O	O	
دندان‌شکن		O	O	O	O	O	O	
به		O	O	O	O	O	O	
کسانی		O	O	O	O	O	O	
که		O	O	O	O	O	O	
از		O	O	O	O	O	O	
شما		O	O	O	O	O	O	
می‌پرسند		O	O	O	O	O	O	
چرا		O	O	O	O	O	O	
ازدواج		O	O	O	O	O	O	
نکرده‌اید		O	O	O	O	O	O	
!		O	O	O	O	O	O	
!		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4091">	begin	O	O	O	O	O	O	O
2		O	O	O	O	O	O	
دلیل		O	O	O	O	O	O	
کاهش		O	(B_Price Drop, EV_26_5942_218)	Asserted	Past	Positive	EV_26_5942_218	
قیمت		O	(I_Price Drop, EV_26_5942_218)	O	O	O	EV_26_5942_218	
طلای		(B_Facility, EN_26_25779_17)	O	O	O	O	O	(B_Participant,EV_26_5942_218,EN_26_25779_17)
جهانی		(I_Facility, EN_26_25779_17)	O	O	O	O	O	(I_Participant,EV_26_5942_218,EN_26_25779_17)
2		O	O	O	O	O	O	
دلیل		O	O	O	O	O	O	
کاهش		O	O	O	O	O	O	
قیمت		O	O	O	O	O	O	
طلای		O	O	O	O	O	O	
جهانی		O	O	O	O	O	O	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4092">	begin	O	O	O	O	O	O	O
2		(B_Numeric, EN_26_25784_19)	O	O	O	O	O	(B_Number of Participants,EV_26_5947_134,EN_26_25784_19)(B_Number of Participants,EV_26_5948_135,EN_26_25784_19)
کشته		O	(B_Death, EV_26_5947_134)	Asserted	Past	Positive	EV_26_5947_134	
و		O	O	O	O	O	O	
زخمی		O	(B_Injury, EV_26_5948_135)	Asserted	Past	Positive	EV_26_5948_135	
بر		O	O	O	O	O	O
اثر		O	O	O	O	O	O
برخورد		O	(B_Traffic Collision, EV_26_5944_263)	Asserted	Past	Positive	EV_26_5944_263	
کامیون		(B_Facility, EN_26_25782_17)	O	O	O	O	O	(B_Participant,EV_26_5944_263,EN_26_25782_17)
با		O	O	O	O	O	O	
موتورسیکلت		(B_Facility, EN_26_25783_17)	O	O	O	O	O	(B_Participant,EV_26_5944_263,EN_26_25783_17)
در		O	O	O	O	O	O	
مهاباد		(B_Location, EN_26_25781_14)	O	O	O	O	O	(B_Place,EV_26_5944_263,EN_26_25781_14)(B_Place,EV_26_5948_135,EN_26_25781_14)(B_Place,EV_26_5947_134,EN_26_25781_14)
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4093">	begin	O	O	O	O	O	O	O
2		(B_Numeric, EN_26_25787_19)	O	O	O	O	O	(B_Number of Targets,EV_26_5950_190,EN_26_25787_19)
گروگان		(B_Person, EN_26_25785_15)	O	O	O	O	O	(B_Target,EV_26_5950_190,EN_26_25785_15)
با		O	O	O	O	O	O	
تلاش		O	O	O	O	O	O	
رزمندگان		(B_Person, EN_26_25788_15)	O	O	O	O	O	(B_Source,EV_26_5950_190,EN_26_25788_15)
قرارگاه		(I_Person, EN_26_25788_15)	O	O	O	O	O	(I_Source,EV_26_5950_190,EN_26_25788_15)
قدس		(I_Person, EN_26_25788_15)	O	O	O	O	O	(I_Source,EV_26_5950_190,EN_26_25788_15)
جنوب		(I_Person, EN_26_25788_15)	O	O	O	O	O	(I_Source,EV_26_5950_190,EN_26_25788_15)
شرق		(I_Person, EN_26_25788_15)	O	O	O	O	O	(I_Source,EV_26_5950_190,EN_26_25788_15)
سپاه		(I_Person, EN_26_25788_15)	O	O	O	O	O	(I_Source,EV_26_5950_190,EN_26_25788_15)
آزاد		O	(B_Prisoner Release, EV_26_5950_190)	Asserted	Past	Positive	EV_26_5950_190	
شدند		O	(I_Prisoner Release, EV_26_5950_190)	O	O	O	EV_26_5950_190	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4094">	begin	O	O	O	O	O	O	O
3		(B_Numeric, EN_26_25808_19)	O	O	O	O	O	(B_Number of Targets,EV_26_5955_169,EN_26_25808_19)(B_Number of Targets,EV_26_5956_176,EN_26_25808_19)
دکل		(B_Facility, EN_26_25806_17)	O	O	O	O	O	(B_Target,EV_26_5955_169,EN_26_25806_17)(B_Target,EV_26_5956_176,EN_26_25806_17)
مخابراتی		(I_Facility, EN_26_25806_17)	O	O	O	O	O	(I_Target,EV_26_5955_169,EN_26_25806_17)(I_Target,EV_26_5956_176,EN_26_25806_17)
در		O	O	O	O	O	O	
جنوب		(B_Location, EN_26_25811_14)	O	O	O	O	O	(B_Place,EV_26_5955_169,EN_26_25811_14)(B_Place,EV_26_5956_176,EN_26_25811_14)
سیستان		(I_Location, EN_26_25811_14)	O	O	O	O	O	(I_Place,EV_26_5955_169,EN_26_25811_14)(I_Place,EV_26_5956_176,EN_26_25811_14)
و		(I_Location, EN_26_25811_14)	O	O	O	O	O	(I_Place,EV_26_5955_169,EN_26_25811_14)(I_Place,EV_26_5956_176,EN_26_25811_14)
بلوچستان		(I_Location, EN_26_25811_14)	O	O	O	O	O	(I_Place,EV_26_5955_169,EN_26_25811_14)(I_Place,EV_26_5956_176,EN_26_25811_14)
تخریب		O	(B_Destruction, EV_26_5955_169)	Asserted	Past	Positive	EV_26_5955_169	
و		O	O	O	O	O	O	
سرقت		O	(B_Robbery, EV_26_5956_176)	Asserted	Past	Positive	EV_26_5956_176	
شد		O	(I_Robbery, EV_26_5956_176)	O	O	O	EV_26_5956_176	
</s>	end	O	O	O	O	O	O	O
								
								
<s id="4097">	begin	O	O	O	O	O	O	O
40		(B_Person, EN_26_25835_15)	O	O	O	O	O	(B_Source,EV_26_5958_223,EN_26_25835_15)
دختر		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
بازمانده		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
از		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
تحصیل		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
و		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
ازدواج		(I_Person, EN_26_25835_15)	O	O	O	O	O	(I_Source,EV_26_5958_223,EN_26_25835_15)
به		O	O	O	O	O	O	
مشهد		(B_Location, EN_26_25822_14)	O	O	O	O	O	(B_Target,EV_26_5958_223,EN_26_25822_14)
مقدس		(I_Location, EN_26_25822_14)	O	O	O	O	O	(I_Target,EV_26_5958_223,EN_26_25822_14)
مشرف		O	(B_Travel, EV_26_5958_223)	Asserted	Past	Positive	EV_26_5958_223	
شدند		O	(I_Travel, EV_26_5958_223)	O	O	O	EV_26_5958_223	
</s>	end	O	O	O	O	O	O	O
